enrollment_id,student_id,course_id,semester_id
1663,130,31,1
1664,130,33,1
1665,130,34,1
1666,130,15,1
1667,130,12,2
1668,130,32,2
1669,130,13,3
1670,130,14,4
1671,131,11,1
1672,131,31,1
1673,131,33,1
1674,131,34,1
1675,131,15,1
1676,131,12,2
1677,131,32,2
1678,131,13,3
1679,131,14,4
1680,132,11,1
1681,132,31,1
1682,132,33,1
1683,132,34,1
1684,132,15,1
1685,132,12,2
1686,132,32,2
1687,132,13,3
1688,132,14,4
1689,133,11,1
1690,133,31,1
1691,133,33,1
1692,133,34,1
1693,133,15,1
1694,133,12,2
1695,133,32,2
1696,133,13,3
1697,133,14,4
1698,134,11,1
1699,134,31,1
1700,134,33,1
1701,134,34,1
1702,134,15,1
1703,134,12,2
1704,134,32,2
1705,134,13,3
1706,134,14,4
1707,135,11,1
1708,135,31,1
1709,135,33,1
1710,135,34,1
1711,135,15,1
1712,135,12,2
1713,135,32,2
1714,135,13,3
1715,135,14,4
1716,136,11,1
1717,136,31,1
1718,136,33,1
1719,136,34,1
1720,136,15,1
1721,136,12,2
1722,136,32,2
1723,136,13,3
1724,136,14,4
1725,137,11,1
1726,137,31,1
1727,137,33,1
1728,137,34,1
1729,137,15,1
1730,137,12,2
1731,137,32,2
1732,137,13,3
1733,137,14,4
1734,138,11,1
1735,138,31,1
1736,138,33,1
1737,138,34,1
1738,138,15,1
1739,138,12,2
1740,138,32,2
1741,138,13,3
1742,138,14,4
1743,139,11,1
1744,139,31,1
1745,139,33,1
1746,139,34,1
1747,139,15,1
1748,139,12,2
1749,139,32,2
1750,139,13,3
1751,139,14,4
1752,140,11,1
1753,140,31,1
1754,140,33,1
1755,140,34,1
1756,140,15,1
1757,140,12,2
1758,140,32,2
1759,140,13,3
1760,140,14,4
1761,141,11,1
1762,141,31,1
1763,141,33,1
1764,141,34,1
1765,141,15,1
1766,141,12,2
1767,141,32,2
1768,141,13,3
1769,141,14,4
1770,142,11,1
1771,142,31,1
1772,142,33,1
1773,142,34,1
1774,142,15,1
1775,142,12,2
1776,142,32,2
1777,142,13,3
1778,142,14,4
1779,143,11,1
1780,143,31,1
1781,143,33,1
1782,143,34,1
1783,143,15,1
1784,143,12,2
1785,143,32,2
1786,143,13,3
1787,143,14,4
1788,144,11,1
1789,144,31,1
1790,144,33,1
1791,144,34,1
1792,144,15,1
1793,144,12,2
1794,144,32,2
1795,144,13,3
1796,144,14,4
1797,145,11,1
1798,145,31,1
1799,145,33,1
1800,145,34,1
1801,145,15,1
1802,145,12,2
1803,145,32,2
1804,145,13,3
1805,145,14,4
1806,146,11,1
1807,146,31,1
1808,146,33,1
1809,146,34,1
1810,146,15,1
1811,146,12,2
1812,146,32,2
1813,146,13,3
1814,146,14,4
1815,147,11,1
1816,147,31,1
1817,147,33,1
1818,147,34,1
1819,147,15,1
1820,147,12,2
1821,147,32,2
1822,147,13,3
1823,147,14,4
1824,148,11,1
1825,148,31,1
1826,148,33,1
1827,148,34,1
1828,148,15,1
1829,148,12,2
1830,148,32,2
1831,148,13,3
1832,148,14,4
1833,149,11,1
1834,149,31,1
1835,149,33,1
1836,149,34,1
1837,149,15,1
1838,149,12,2
1839,149,32,2
1840,149,13,3
1841,149,14,4
1842,150,11,1
1843,150,31,1
1844,150,33,1
1845,150,34,1
1846,150,15,1
1847,150,12,2
1848,150,32,2
1849,150,13,3
1850,150,14,4
1851,151,11,1
1852,151,31,1
1853,151,33,1
1854,151,34,1
1855,151,15,1
1856,151,12,2
1857,151,32,2
1858,151,13,3
1859,151,14,4
1860,152,11,1
1861,152,31,1
1862,152,33,1
1863,152,34,1
1864,152,15,1
1865,152,12,2
1866,152,32,2
1867,152,13,3
1868,152,14,4
1869,153,11,1
1870,153,31,1
1871,153,33,1
1872,153,34,1
1873,153,15,1
1874,153,12,2
1875,153,32,2
1876,153,13,3
1877,153,14,4
1878,154,11,1
1879,154,31,1
1880,154,33,1
1881,154,34,1
1882,154,15,1
1883,154,12,2
1884,154,32,2
1885,154,13,3
1886,154,14,4
1887,155,11,1
1888,155,31,1
1889,155,33,1
1890,155,34,1
1891,155,15,1
1892,155,12,2
1893,155,32,2
1894,155,13,3
1895,155,14,4
1896,156,11,1
1897,156,31,1
1898,156,33,1
1899,156,34,1
1900,156,15,1
1901,156,12,2
1902,156,32,2
1903,156,13,3
1904,156,14,4
1905,157,11,1
1906,157,31,1
1907,157,33,1
1908,157,34,1
1909,157,15,1
1910,157,12,2
1911,157,32,2
1912,157,13,3
1913,157,14,4
1914,158,11,1
1915,158,31,1
1916,158,33,1
1917,158,34,1
1918,158,15,1
1919,158,12,2
1920,158,32,2
1921,158,13,3
1922,158,14,4
1923,159,11,1
1924,159,31,1
1925,159,33,1
1926,159,34,1
1927,159,15,1
1928,159,12,2
1929,159,32,2
1930,159,13,3
1931,159,14,4
1932,160,11,1
1933,160,31,1
1934,160,33,1
1935,160,34,1
1936,160,15,1
1937,160,12,2
1938,160,32,2
1939,160,13,3
1940,160,14,4
1941,161,11,1
1942,161,31,1
1943,161,33,1
1944,161,34,1
1945,161,15,1
1946,161,12,2
1947,161,32,2
1948,161,13,3
1949,161,14,4
1950,162,11,1
1951,162,31,1
1952,162,33,1
1953,162,34,1
1954,162,15,1
1955,162,12,2
1956,162,32,2
1957,162,13,3
1958,162,14,4
1959,163,11,1
1960,163,31,1
1961,163,33,1
1962,163,34,1
1963,163,15,1
1964,163,12,2
1965,163,32,2
1966,163,13,3
1967,163,14,4
1968,164,11,1
1969,164,31,1
1970,164,33,1
1971,164,34,1
1972,164,15,1
1973,164,12,2
1974,164,32,2
1975,164,13,3
1976,164,14,4
1977,165,11,1
1978,165,31,1
1979,165,33,1
1980,165,34,1
1981,165,15,1
1982,165,12,2
1983,165,32,2
1984,165,13,3
1985,165,14,4
1986,166,11,1
1987,166,31,1
1988,166,33,1
1989,166,34,1
1990,166,15,1
1991,166,12,2
1992,166,32,2
1993,166,13,3
1994,166,14,4
1995,167,11,1
1996,167,31,1
1997,167,33,1
1998,167,34,1
1999,167,15,1
2000,167,12,2
2001,167,32,2
2002,167,13,3
2003,167,14,4
2004,168,11,1
2005,168,31,1
2006,168,33,1
2007,168,34,1
2008,168,15,1
2009,168,12,2
2010,168,32,2
2011,168,13,3
2012,168,14,4
2013,169,11,1
2014,169,31,1
2015,169,33,1
2016,169,34,1
2017,169,15,1
2018,169,12,2
2019,169,32,2
2020,169,13,3
2021,169,14,4
2022,170,11,1
2023,170,31,1
2024,170,33,1
2025,170,34,1
2026,170,15,1
2027,170,12,2
2028,170,32,2
2029,170,13,3
2030,170,14,4
2031,171,11,1
2032,171,31,1
2033,171,33,1
2034,171,34,1
2035,171,15,1
2036,171,12,2
2037,171,32,2
2038,171,13,3
2039,171,14,4
2040,172,11,1
2041,172,31,1
2042,172,33,1
2043,172,34,1
2044,172,15,1
2045,172,12,2
2046,172,32,2
2047,172,13,3
2048,172,14,4
2049,173,11,1
2050,173,31,1
2051,173,33,1
2052,173,34,1
2053,173,15,1
2054,173,12,2
2055,173,32,2
2056,173,13,3
2057,173,14,4
2058,174,11,1
2059,174,31,1
2060,174,33,1
2061,174,34,1
2062,174,15,1
2063,174,12,2
2064,174,32,2
2065,174,13,3
2066,174,14,4
2067,175,11,1
2068,175,31,1
2069,175,33,1
2070,175,34,1
2071,175,15,1
2072,175,12,2
2073,175,32,2
2074,175,13,3
2075,175,14,4
2076,176,11,1
2077,176,31,1
2078,176,33,1
2079,176,34,1
2080,176,15,1
2081,176,12,2
2082,176,32,2
2083,176,13,3
2084,176,14,4
2085,177,11,1
2086,177,31,1
2087,177,33,1
2088,177,34,1
2089,177,15,1
2090,177,12,2
2091,177,32,2
2092,177,13,3
2093,177,14,4
2094,178,11,1
2095,178,31,1
2096,178,33,1
2097,178,34,1
2098,178,15,1
2099,178,12,2
2100,178,32,2
2101,178,13,3
2102,178,14,4
2103,179,11,1
2104,179,31,1
2105,179,33,1
2106,179,34,1
2107,179,15,1
2108,179,12,2
2109,179,32,2
2110,179,13,3
2111,179,14,4
2112,180,11,1
2113,180,31,1
2114,180,33,1
2115,180,34,1
2116,180,15,1
2117,180,12,2
2118,180,32,2
2119,180,13,3
2120,180,14,4
2121,181,11,1
2122,181,31,1
2123,181,33,1
2124,181,34,1
2125,181,15,1
2126,181,12,2
2127,181,32,2
2128,181,13,3
2129,181,14,4
2130,182,11,1
2131,182,31,1
2132,182,33,1
2133,182,34,1
2134,182,15,1
2135,182,12,2
2136,182,32,2
2137,182,13,3
2138,182,14,4
2139,183,11,1
2140,183,31,1
2141,183,33,1
2142,183,34,1
2143,183,15,1
2144,183,12,2
2145,183,32,2
2146,183,13,3
2147,183,14,4
2148,184,11,1
2149,184,31,1
2150,184,33,1
2151,184,34,1
2152,184,15,1
2153,184,12,2
2154,184,32,2
2155,184,13,3
2156,184,14,4
2157,185,11,1
2158,185,31,1
2159,185,33,1
2160,185,34,1
2161,185,15,1
2162,185,12,2
2163,185,32,2
2164,185,13,3
2165,185,14,4
2166,186,11,1
2167,186,31,1
2168,186,33,1
2169,186,34,1
2170,186,15,1
2171,186,12,2
2172,186,32,2
2173,186,13,3
2174,186,14,4
2175,187,11,1
2176,187,31,1
2177,187,33,1
2178,187,34,1
2179,187,15,1
2180,187,12,2
2181,187,32,2
2182,187,13,3
2183,187,14,4
2184,188,11,1
2185,188,31,1
2186,188,33,1
2187,188,34,1
2188,188,15,1
2189,188,12,2
2190,188,32,2
2191,188,13,3
2192,188,14,4
2193,189,11,1
2194,189,31,1
2195,189,33,1
2196,189,34,1
2197,189,15,1
2198,189,12,2
2199,189,32,2
2200,189,13,3
2201,189,14,4
2202,190,11,1
2203,190,31,1
2204,190,33,1
2205,190,34,1
2206,190,15,1
2207,190,12,2
2208,190,32,2
2209,190,13,3
2210,190,14,4
2211,191,11,1
2212,191,31,1
2213,191,33,1
2214,191,34,1
2215,191,15,1
2216,191,12,2
2217,191,32,2
2218,191,13,3
2219,191,14,4
2220,192,11,1
2221,192,31,1
2222,192,33,1
2223,192,34,1
2224,192,15,1
2225,192,12,2
2226,192,32,2
2227,192,13,3
2228,192,14,4
2229,193,11,1
2230,193,31,1
2231,193,33,1
2232,193,34,1
2233,193,15,1
2234,193,12,2
2235,193,32,2
2236,193,13,3
2237,193,14,4
2238,194,11,1
2239,194,31,1
2240,194,33,1
2241,194,34,1
2242,194,15,1
2243,194,12,2
2244,194,32,2
2245,194,13,3
2246,194,14,4
2247,195,11,1
2248,195,31,1
2249,195,33,1
2250,195,34,1
2251,195,15,1
2252,195,12,2
2253,195,32,2
2254,195,13,3
2255,195,14,4
2256,196,11,1
2257,196,31,1
2258,196,33,1
2259,196,34,1
2260,196,15,1
2261,196,12,2
2262,196,32,2
2263,196,13,3
2264,196,14,4
2265,197,11,1
2266,197,31,1
2267,197,33,1
2268,197,34,1
2269,197,15,1
2270,197,12,2
2271,197,32,2
2272,197,13,3
2273,197,14,4
2274,198,11,1
2275,198,31,1
2276,198,33,1
2277,198,34,1
2278,198,15,1
2279,198,12,2
2280,198,32,2
2281,198,13,3
2282,198,14,4
2283,199,11,1
2284,199,31,1
2285,199,33,1
2286,199,34,1
2287,199,15,1
2288,199,12,2
2289,199,32,2
2290,199,13,3
2291,199,14,4
2292,200,11,1
2293,200,31,1
2294,200,33,1
2295,200,34,1
2296,200,15,1
2297,200,12,2
2298,200,32,2
2299,200,13,3
2300,200,14,4
2301,201,16,1
2302,201,31,1
2303,201,33,1
2304,201,34,1
2305,201,20,1
2306,201,17,2
2307,201,32,2
2308,201,18,3
2309,201,19,4
2310,202,16,1
2311,202,31,1
2312,202,33,1
2313,202,34,1
2314,202,20,1
2315,202,17,2
2316,202,32,2
2317,202,18,3
2318,202,19,4
2319,203,16,1
2320,203,31,1
2321,203,33,1
2322,203,34,1
2323,203,20,1
2324,203,17,2
2325,203,32,2
2326,203,18,3
2327,203,19,4
2328,204,16,1
2329,204,31,1
2330,204,33,1
2331,204,34,1
2332,204,20,1
2333,204,17,2
2334,204,32,2
2335,204,18,3
2336,204,19,4
2337,205,16,1
2338,205,31,1
2339,205,33,1
2340,205,34,1
2341,205,20,1
2342,205,17,2
2343,205,32,2
2344,205,18,3
2345,205,19,4
2346,206,16,1
2347,206,31,1
2348,206,33,1
2349,206,34,1
2350,206,20,1
2351,206,17,2
2352,206,32,2
2353,206,18,3
2354,206,19,4
2355,207,16,1
2356,207,31,1
2357,207,33,1
2358,207,34,1
2359,207,20,1
2360,207,17,2
2361,207,32,2
2362,207,18,3
2363,207,19,4
2364,208,16,1
2365,208,31,1
2366,208,33,1
2367,208,34,1
2368,208,20,1
2369,208,17,2
2370,208,32,2
2371,208,18,3
2372,208,19,4
2373,209,16,1
2374,209,31,1
2375,209,33,1
2376,209,34,1
2377,209,20,1
2378,209,17,2
2379,209,32,2
2380,209,18,3
2381,209,19,4
2382,210,16,1
2383,210,31,1
2384,210,33,1
2385,210,34,1
2386,210,20,1
2387,210,17,2
2388,210,32,2
2389,210,18,3
2390,210,19,4
2391,211,16,1
2392,211,31,1
2393,211,33,1
2394,211,34,1
2395,211,20,1
2396,211,17,2
2397,211,32,2
2398,211,18,3
2399,211,19,4
2400,212,16,1
2401,212,31,1
2402,212,33,1
2403,212,34,1
2404,212,20,1
2405,212,17,2
2406,212,32,2
2407,212,18,3
2408,212,19,4
2409,213,16,1
2410,213,31,1
2411,213,33,1
2412,213,34,1
2413,213,20,1
2414,213,17,2
2415,213,32,2
2416,213,18,3
2417,213,19,4
2418,214,16,1
2419,214,31,1
2420,214,33,1
2421,214,34,1
2422,214,20,1
2423,214,17,2
2424,214,32,2
2425,214,18,3
2426,214,19,4
2427,215,16,1
2428,215,31,1
2429,215,33,1
2430,215,34,1
2431,215,20,1
2432,215,17,2
2433,215,32,2
2434,215,18,3
2435,215,19,4
2436,216,16,1
2437,216,31,1
2438,216,33,1
2439,216,34,1
2440,216,20,1
2441,216,17,2
2442,216,32,2
2443,216,18,3
2444,216,19,4
2445,217,16,1
2446,217,31,1
2447,217,33,1
2448,217,34,1
2449,217,20,1
2450,217,17,2
2451,217,32,2
2452,217,18,3
2453,217,19,4
2454,218,16,1
2455,218,31,1
2456,218,33,1
2457,218,34,1
2458,218,20,1
2459,218,17,2
2460,218,32,2
2461,218,18,3
2462,218,19,4
2463,219,16,1
2464,219,31,1
2465,219,33,1
2466,219,34,1
2467,219,20,1
2468,219,17,2
2469,219,32,2
2470,219,18,3
2471,219,19,4
2472,220,16,1
2473,220,31,1
2474,220,33,1
2475,220,34,1
2476,220,20,1
2477,220,17,2
2478,220,32,2
2479,220,18,3
2480,220,19,4
2481,221,16,1
2482,221,31,1
2483,221,33,1
2484,221,34,1
2485,221,20,1
2486,221,17,2
2487,221,32,2
2488,221,18,3
2489,221,19,4
2490,222,16,1
2491,222,31,1
2492,222,33,1
2493,222,34,1
2494,222,20,1
2495,222,17,2
2496,222,32,2
2497,222,18,3
2498,222,19,4
2499,223,16,1
2500,223,31,1
2501,223,33,1
2502,223,34,1
2503,223,20,1
2504,223,17,2
2505,223,32,2
2506,223,18,3
2507,223,19,4
2508,224,16,1
2509,224,31,1
2510,224,33,1
2511,224,34,1
2512,224,20,1
2513,224,17,2
2514,224,32,2
2515,224,18,3
2516,224,19,4
2517,225,16,1
2518,225,31,1
2519,225,33,1
2520,225,34,1
2521,225,20,1
2522,225,17,2
2523,225,32,2
2524,225,18,3
2525,225,19,4
2526,226,16,1
2527,226,31,1
2528,226,33,1
2529,226,34,1
2530,226,20,1
2531,226,17,2
2532,226,32,2
2533,226,18,3
2534,226,19,4
2535,227,16,1
2536,227,31,1
2537,227,33,1
2538,227,34,1
2539,227,20,1
2540,227,17,2
2541,227,32,2
2542,227,18,3
2543,227,19,4
2544,228,16,1
2545,228,31,1
2546,228,33,1
2547,228,34,1
2548,228,20,1
2549,228,17,2
2550,228,32,2
2551,228,18,3
2552,228,19,4
2553,229,16,1
2554,229,31,1
2555,229,33,1
2556,229,34,1
2557,229,20,1
2558,229,17,2
2559,229,32,2
2560,229,18,3
2561,229,19,4
2562,230,16,1
2563,230,31,1
2564,230,33,1
2565,230,34,1
2566,230,20,1
2567,230,17,2
2568,230,32,2
2569,230,18,3
2570,230,19,4
2571,231,16,1
2572,231,31,1
2573,231,33,1
2574,231,34,1
2575,231,20,1
2576,231,17,2
2577,231,32,2
2578,231,18,3
2579,231,19,4
2580,232,16,1
2581,232,31,1
2582,232,33,1
2583,232,34,1
2584,232,20,1
2585,232,17,2
2586,232,32,2
2587,232,18,3
2588,232,19,4
2589,233,16,1
2590,233,31,1
2591,233,33,1
2592,233,34,1
2593,233,20,1
2594,233,17,2
2595,233,32,2
2596,233,18,3
2597,233,19,4
2598,234,16,1
2599,234,31,1
2600,234,33,1
2601,234,34,1
2602,234,20,1
2603,234,17,2
2604,234,32,2
2605,234,18,3
2606,234,19,4
2607,235,16,1
2608,235,31,1
2609,235,33,1
2610,235,34,1
2611,235,20,1
2612,235,17,2
2613,235,32,2
2614,235,18,3
2615,235,19,4
2616,236,16,1
2617,236,31,1
2618,236,33,1
2619,236,34,1
2620,236,20,1
2621,236,17,2
2622,236,32,2
2623,236,18,3
2624,236,19,4
2625,237,16,1
2626,237,31,1
2627,237,33,1
2628,237,34,1
2629,237,20,1
2630,237,17,2
2631,237,32,2
2632,237,18,3
2633,237,19,4
2634,238,16,1
2635,238,31,1
2636,238,33,1
2637,238,34,1
2638,238,20,1
2639,238,17,2
2640,238,32,2
2641,238,18,3
2642,238,19,4
2643,239,16,1
2644,239,31,1
2645,239,33,1
2646,239,34,1
2647,239,20,1
2648,239,17,2
2649,239,32,2
2650,239,18,3
2651,239,19,4
2652,240,16,1
2653,240,31,1
2654,240,33,1
2655,240,34,1
2656,240,20,1
2657,240,17,2
2658,240,32,2
2659,240,18,3
2660,240,19,4
2661,241,16,1
2662,241,31,1
2663,241,33,1
2664,241,34,1
2665,241,20,1
2666,241,17,2
2667,241,32,2
2668,241,18,3
2669,241,19,4
2670,242,16,1
2671,242,31,1
2672,242,33,1
2673,242,34,1
2674,242,20,1
2675,242,17,2
2676,242,32,2
2677,242,18,3
2678,242,19,4
2679,243,16,1
2680,243,31,1
2681,243,33,1
2682,243,34,1
2683,243,20,1
2684,243,17,2
2685,243,32,2
2686,243,18,3
2687,243,19,4
2688,244,16,1
2689,244,31,1
2690,244,33,1
2691,244,34,1
2692,244,20,1
2693,244,17,2
2694,244,32,2
2695,244,18,3
2696,244,19,4
2697,245,16,1
2698,245,31,1
2699,245,33,1
2700,245,34,1
2701,245,20,1
2702,245,17,2
2703,245,32,2
2704,245,18,3
2705,245,19,4
2706,246,16,1
2707,246,31,1
2708,246,33,1
2709,246,34,1
2710,246,20,1
2711,246,17,2
2712,246,32,2
2713,246,18,3
2714,246,19,4
2715,247,16,1
2716,247,31,1
2717,247,33,1
2718,247,34,1
2719,247,20,1
2720,247,17,2
2721,247,32,2
2722,247,18,3
2723,247,19,4
2724,248,16,1
2725,248,31,1
2726,248,33,1
2727,248,34,1
2728,248,20,1
2729,248,17,2
2730,248,32,2
2731,248,18,3
2732,248,19,4
2733,249,16,1
2734,249,31,1
2735,249,33,1
2736,249,34,1
2737,249,20,1
2738,249,17,2
2739,249,32,2
2740,249,18,3
2741,249,19,4
2742,250,16,1
2743,250,31,1
2744,250,33,1
2745,250,34,1
2746,250,20,1
2747,250,17,2
2748,250,32,2
2749,250,18,3
2750,250,19,4
2751,251,16,1
2752,251,31,1
2753,251,33,1
2754,251,34,1
2755,251,20,1
2756,251,17,2
2757,251,32,2
2758,251,18,3
2759,251,19,4
2760,252,16,1
2761,252,31,1
2762,252,33,1
2763,252,34,1
2764,252,20,1
2765,252,17,2
2766,252,32,2
2767,252,18,3
2768,252,19,4
2769,253,16,1
2770,253,31,1
2771,253,33,1
2772,253,34,1
2773,253,20,1
2774,253,17,2
2775,253,32,2
2776,253,18,3
2777,253,19,4
2778,254,16,1
2779,254,31,1
2780,254,33,1
2781,254,34,1
2782,254,20,1
2783,254,17,2
2784,254,32,2
2785,254,18,3
2786,254,19,4
2787,255,16,1
2788,255,31,1
2789,255,33,1
2790,255,34,1
2791,255,20,1
2792,255,17,2
2793,255,32,2
2794,255,18,3
2795,255,19,4
2796,256,16,1
2797,256,31,1
2798,256,33,1
2799,256,34,1
2800,256,20,1
2801,256,17,2
2802,256,32,2
2803,256,18,3
2804,256,19,4
2805,257,16,1
2806,257,31,1
2807,257,33,1
2808,257,34,1
2809,257,20,1
2810,257,17,2
2811,257,32,2
2812,257,18,3
2813,257,19,4
2814,258,16,1
2815,258,31,1
2816,258,33,1
2817,258,34,1
2818,258,20,1
2819,258,17,2
2820,258,32,2
2821,258,18,3
2822,258,19,4
2823,259,16,1
2824,259,31,1
2825,259,33,1
2826,259,34,1
2827,259,20,1
2828,259,17,2
2829,259,32,2
2830,259,18,3
2831,259,19,4
2832,260,16,1
2833,260,31,1
2834,260,33,1
2835,260,34,1
2836,260,20,1
2837,260,17,2
2838,260,32,2
2839,260,18,3
2840,260,19,4
2841,261,16,1
2842,261,31,1
2843,261,33,1
2844,261,34,1
2845,261,20,1
2846,261,17,2
2847,261,32,2
2848,261,18,3
2849,261,19,4
2850,262,16,1
2851,262,31,1
2852,262,33,1
2853,262,34,1
2854,262,20,1
2855,262,17,2
2856,262,32,2
2857,262,18,3
2858,262,19,4
2859,263,16,1
2860,263,31,1
2861,263,33,1
2862,263,34,1
2863,263,20,1
2864,263,17,2
2865,263,32,2
2866,263,18,3
2867,263,19,4
2868,264,16,1
2869,264,31,1
2870,264,33,1
2871,264,34,1
2872,264,20,1
2873,264,17,2
2874,264,32,2
2875,264,18,3
2876,264,19,4
2877,265,16,1
2878,265,31,1
2879,265,33,1
2880,265,34,1
2881,265,20,1
2882,265,17,2
2883,265,32,2
2884,265,18,3
2885,265,19,4
2886,266,16,1
2887,266,31,1
2888,266,33,1
2889,266,34,1
2890,266,20,1
2891,266,17,2
2892,266,32,2
2893,266,18,3
2894,266,19,4
2895,267,16,1
2896,267,31,1
2897,267,33,1
2898,267,34,1
2899,267,20,1
2900,267,17,2
2901,267,32,2
2902,267,18,3
2903,267,19,4
2904,268,16,1
2905,268,31,1
2906,268,33,1
2907,268,34,1
2908,268,20,1
2909,268,17,2
2910,268,32,2
2911,268,18,3
2912,268,19,4
2913,269,16,1
2914,269,31,1
2915,269,33,1
2916,269,34,1
2917,269,20,1
2918,269,17,2
2919,269,32,2
2920,269,18,3
2921,269,19,4
2922,270,16,1
2923,270,31,1
2924,270,33,1
2925,270,34,1
2926,270,20,1
2927,270,17,2
2928,270,32,2
2929,270,18,3
2930,270,19,4
2931,271,16,1
2932,271,31,1
2933,271,33,1
2934,271,34,1
2935,271,20,1
2936,271,17,2
2937,271,32,2
2938,271,18,3
2939,271,19,4
2940,272,16,1
2941,272,31,1
2942,272,33,1
2943,272,34,1
2944,272,20,1
2945,272,17,2
2946,272,32,2
2947,272,18,3
2948,272,19,4
2949,273,16,1
2950,273,31,1
2951,273,33,1
2952,273,34,1
2953,273,20,1
2954,273,17,2
2955,273,32,2
2956,273,18,3
2957,273,19,4
2958,274,16,1
2959,274,31,1
2960,274,33,1
2961,274,34,1
2962,274,20,1
2963,274,17,2
2964,274,32,2
2965,274,18,3
2966,274,19,4
2967,275,16,1
2968,275,31,1
2969,275,33,1
2970,275,34,1
2971,275,20,1
2972,275,17,2
2973,275,32,2
2974,275,18,3
2975,275,19,4
2976,276,16,1
2977,276,31,1
2978,276,33,1
2979,276,34,1
2980,276,20,1
2981,276,17,2
2982,276,32,2
2983,276,18,3
2984,276,19,4
2985,277,16,1
2986,277,31,1
2987,277,33,1
2988,277,34,1
2989,277,20,1
2990,277,17,2
2991,277,32,2
2992,277,18,3
2993,277,19,4
2994,278,16,1
2995,278,31,1
2996,278,33,1
2997,278,34,1
2998,278,20,1
2999,278,17,2
3000,278,32,2
3001,278,18,3
3002,278,19,4
3003,279,16,1
3004,279,31,1
3005,279,33,1
3006,279,34,1
3007,279,20,1
3008,279,17,2
3009,279,32,2
3010,279,18,3
3011,279,19,4
3012,280,16,1
3013,280,31,1
3014,280,33,1
3015,280,34,1
3016,280,20,1
3017,280,17,2
3018,280,32,2
3019,280,18,3
3020,280,19,4
3021,281,16,1
3022,281,31,1
3023,281,33,1
3024,281,34,1
3025,281,20,1
3026,281,17,2
3027,281,32,2
3028,281,18,3
3029,281,19,4
3030,282,16,1
3031,282,31,1
3032,282,33,1
3033,282,34,1
3034,282,20,1
3035,282,17,2
3036,282,32,2
3037,282,18,3
3038,282,19,4
3039,283,16,1
3040,283,31,1
3041,283,33,1
3042,283,34,1
3043,283,20,1
3044,283,17,2
3045,283,32,2
3046,283,18,3
3047,283,19,4
3048,284,16,1
3049,284,31,1
3050,284,33,1
3051,284,34,1
3052,284,20,1
3053,284,17,2
3054,284,32,2
3055,284,18,3
3056,284,19,4
3057,285,16,1
3058,285,31,1
3059,285,33,1
3060,285,34,1
3061,285,20,1
3062,285,17,2
3063,285,32,2
3064,285,18,3
3065,285,19,4
3066,286,16,1
3067,286,31,1
3068,286,33,1
3069,286,34,1
3070,286,20,1
3071,286,17,2
3072,286,32,2
3073,286,18,3
3074,286,19,4
3075,287,16,1
3076,287,31,1
3077,287,33,1
3078,287,34,1
3079,287,20,1
3080,287,17,2
3081,287,32,2
3082,287,18,3
3083,287,19,4
3084,288,16,1
3085,288,31,1
3086,288,33,1
3087,288,34,1
3088,288,20,1
3089,288,17,2
3090,288,32,2
3091,288,18,3
3092,288,19,4
3093,289,16,1
3094,289,31,1
3095,289,33,1
3096,289,34,1
3097,289,20,1
3098,289,17,2
3099,289,32,2
3100,289,18,3
3101,289,19,4
3102,290,16,1
3103,290,31,1
3104,290,33,1
3105,290,34,1
3106,290,20,1
3107,290,17,2
3108,290,32,2
3109,290,18,3
3110,290,19,4
3111,291,16,1
3112,291,31,1
3113,291,33,1
3114,291,34,1
3115,291,20,1
3116,291,17,2
3117,291,32,2
3118,291,18,3
3119,291,19,4
3120,292,16,1
3121,292,31,1
3122,292,33,1
3123,292,34,1
3124,292,20,1
3125,292,17,2
3126,292,32,2
3127,292,18,3
3128,292,19,4
3129,293,16,1
3130,293,31,1
3131,293,33,1
3132,293,34,1
3133,293,20,1
3134,293,17,2
3135,293,32,2
3136,293,18,3
3137,293,19,4
3138,294,16,1
3139,294,31,1
3140,294,33,1
3141,294,34,1
3142,294,20,1
3143,294,17,2
3144,294,32,2
3145,294,18,3
3146,294,19,4
3147,295,16,1
3148,295,31,1
3149,295,33,1
3150,295,34,1
3151,295,20,1
3152,295,17,2
3153,295,32,2
3154,295,18,3
3155,295,19,4
3156,296,16,1
3157,296,31,1
3158,296,33,1
3159,296,34,1
3160,296,20,1
3161,296,17,2
3162,296,32,2
3163,296,18,3
3164,296,19,4
3165,297,16,1
3166,297,31,1
3167,297,33,1
3168,297,34,1
3169,297,20,1
3170,297,17,2
3171,297,32,2
3172,297,18,3
3173,297,19,4
3174,298,16,1
3175,298,31,1
3176,298,33,1
3177,298,34,1
3178,298,20,1
3179,298,17,2
3180,298,32,2
3181,298,18,3
3182,298,19,4
3183,299,16,1
3184,299,31,1
3185,299,33,1
3186,299,34,1
3187,299,20,1
3188,299,17,2
3189,299,32,2
3190,299,18,3
3191,299,19,4
3192,300,16,1
3193,300,31,1
3194,300,33,1
3195,300,34,1
3196,300,20,1
3197,300,17,2
3198,300,32,2
3199,300,18,3
3200,300,19,4
3201,301,21,1
3202,301,31,1
3203,301,33,1
3204,301,34,1
3205,301,25,1
3206,301,22,2
3207,301,32,2
3208,301,23,3
3209,301,24,4
3210,302,21,1
3211,302,31,1
3212,302,33,1
3213,302,34,1
3214,302,25,1
3215,302,22,2
