grade_id,enrollment_id,internal_marks,external_marks
1146,1146,21.2,41.7
1147,1147,25.3,52.6
1148,1148,27.3,43.8
1149,1149,13.1,9.1
1150,1150,16.2,26.9
1151,1151,11.5,32.3
1152,1152,8.0,23.4
1153,1153,10.4,14.1
1154,1154,15.6,33.5
1155,1155,11.6,30.0
1156,1156,23.0,16.2
1157,1157,16.0,16.5
1158,1158,8.1,16.9
1159,1159,13.3,0
1160,1160,17.5,19.4
1161,1161,9.2,0
1162,1162,0,15.5
1163,1163,19.5,38.4
1164,1164,23.2,34.2
1165,1165,22.7,46.2
1166,1166,18.2,60.9
1167,1167,18.9,48.4
1168,1168,16.5,37.1
1169,1169,19.7,34.1
1170,1170,16.2,35.2
1171,1171,20.2,41.6
1172,1172,14.7,55.1
1173,1173,21.0,34.8
1174,1174,15.2,29.5
1175,1175,15.5,38.7
1176,1176,16.1,53.7
1177,1177,19.1,26.9
1178,1178,12.6,47.3
1179,1179,16.7,49.7
1180,1180,16.0,37.7
1181,1181,13.3,46.2
1182,1182,16.4,40.8
1183,1183,8.0,27.2
1184,1184,19.2,47.9
1185,1185,16.9,28.0
1186,1186,15.7,44.3
1187,1187,18.3,38.8
1188,1188,24.5,38.9
1189,1189,15.9,32.5
1190,1190,20.2,49.2
1191,1191,24.0,20.8
1192,1192,9.0,43.0
1193,1193,9.6,29.6
1194,1194,15.7,39.7
1195,1195,6.0,29.7
1196,1196,6.2,43.2
1197,1197,13.0,28.5
1198,1198,20.0,29.8
1199,1199,10.1,30.1
1200,1200,23.1,27.4
1201,1201,18.1,20.5
1202,1202,5.5,23.3
1203,1203,15.4,36
1204,1204,21.3,24.6
1205,1205,21.0,47.7
1206,1206,16.9,34.8
1207,1207,21.1,27.0
1208,1208,24.7,28.3
1209,1209,19.6,49.0
1210,1210,22.3,45.1
1211,1211,14.5,46.5
1212,1212,22.0,35.2
1213,1213,19.6,45.3
1214,1214,21.2,33.5
1215,1215,22.6,34.3
1216,1216,16.1,29.3
1217,1217,23.5,45.1
1218,1218,22.1,57.5
1219,1219,23.4,65.9
1220,1220,26.1,58.7
1221,1221,30,58.4
1222,1222,21.7,49.1
1223,1223,25.1,56.6
1224,1224,28.9,65.1
1225,1225,20.9,64.7
1226,1226,26.3,58.5
1227,1227,25.0,53.8
1228,1228,25.8,65.3
1229,1229,30,61.5
1230,1230,22.3,55.4
1231,1231,20.3,60.3
1232,1232,24.4,48.1
1233,1233,20.2,15.6
1234,1234,5.1,33.6
1235,1235,9.0,26.8
1236,1236,7.5,39.1
1237,1237,12.7,37.7
1238,1238,8.9,30.5
1239,1239,17.7,18.7
1240,1240,12.7,20.2
1241,1241,16.5,32.8
1242,1242,16.0,37.0
1243,1243,15.9,26.8
1244,1244,18.8,30.5
1245,1245,6.4,17.5
1246,1246,7.8,25.8
1247,1247,26.3,51.8
1248,1248,23.3,65.6
1249,1249,23.9,52.5
1250,1250,30,55.3
1251,1251,21.5,55.1
1252,1252,26.6,51.5
1253,1253,22.0,56.1
1254,1254,23.2,51.9
1255,1255,22.2,48.9
1256,1256,25.4,57.2
1257,1257,25.5,56.4
1258,1258,23.0,70
1259,1259,23.4,57.2
1260,1260,22.5,45.8
1261,1261,18.9,47.3
1262,1262,22.2,68.4
1263,1263,25.6,52.9
1264,1264,29.3,64.6
1265,1265,23.2,57.5
1266,1266,28.6,58.3
1267,1267,28.4,54.4
1268,1268,19.8,61.0
1269,1269,21.3,50.6
1270,1270,21.6,51.7
1271,1271,23.1,55.2
1272,1272,22.9,36.2
1273,1273,29.2,56.5
1274,1274,28.4,35
1275,1275,25.7,50.5
1276,1276,24.2,50.0
1277,1277,23.8,63.4
1278,1278,23.9,49.1
1279,1279,30,51.7
1280,1280,28.4,41.3
1281,1281,26.3,45.4
1282,1282,20.6,44.4
1283,1283,19.6,58.0
1284,1284,23.5,65.7
1285,1285,23.0,53.9
1286,1286,26.6,56.6
1287,1287,29.2,54.0
1288,1288,23.5,52.2
1289,1289,15.0,46.0
1290,1290,9.6,47.3
1291,1291,18.4,44.6
1292,1292,20.5,18.2
1293,1293,23.5,41.8
1294,1294,22.3,61.1
1295,1295,17.7,48.3
1296,1296,23.1,18.8
1297,1297,19.3,42.6
1298,1298,21.6,45.7
1299,1299,14.8,58.2
1300,1300,19.7,23.5
1301,1301,17.2,34.7
1302,1302,17.9,52.0
1303,1303,20.9,46.4
1304,1304,23.0,47.5
1305,1305,17.7,63
1306,1306,16.8,37.2
1307,1307,17.8,39.2
1308,1308,20.1,38.2
1309,1309,22.4,45.1
1310,1310,16.4,34.2
1311,1311,17.6,25.5
1312,1312,25.6,37.2
1313,1313,25.0,49.9
1314,1314,21.8,44.9
1315,1315,9.5,44.5
1316,1316,22.4,34.8
1317,1317,28.3,56.5
1318,1318,23.2,56.0
1319,1319,21.8,51.2
1320,1320,23.0,64.0
1321,1321,21.1,57.3
1322,1322,25.1,59.1
1323,1323,26.9,56.9
1324,1324,25.7,47.7
1325,1325,24.4,50.9
1326,1326,25.8,52.1
1327,1327,24.4,57.8
1328,1328,23.9,61.7
1329,1329,23.4,46.3
1330,1330,20.6,55.4
1331,1331,25.0,54.9
1332,1332,27.2,61.9
1333,1333,23.3,52.8
1334,1334,19.0,48.4
1335,1335,23.7,39.8
1336,1336,30,56.0
1337,1337,25.6,53.0
1338,1338,28.8,55.0
1339,1339,28.9,44.3
1340,1340,24.1,48.3
1341,1341,22.3,59.2
1342,1342,25.8,58.4
1343,1343,26.6,49.5
1344,1344,23.5,68.8
1345,1345,29.8,56.1
1346,1346,16.6,63.2
1347,1347,23.1,49.3
1348,1348,28.8,50.9
1349,1349,20.1,60.9
1350,1350,25.5,62.3
1351,1351,20.1,55.1
1352,1352,21.8,59.7
1353,1353,28.9,53.8
1354,1354,18.3,46.4
1355,1355,24.5,46.5
1356,1356,21.4,54.1
1357,1357,25.1,64.9
1358,1358,21.4,45.7
1359,1359,15.0,16.9
1360,1360,10.0,24.0
1361,1361,13.7,30.6
1362,1362,13.1,15.3
1363,1363,8.2,21.9
1364,1364,13.5,32.0
1365,1365,15.5,18.5
1366,1366,12.5,32.6
1367,1367,20.0,16.2
1368,1368,14.5,17.7
1369,1369,14.8,33.1
1370,1370,22.2,19.4
1371,1371,15.7,4.8
1372,1372,11.7,29.7
1373,1373,14.8,26.9
1374,1374,21.0,48.8
1375,1375,18.8,23.3
1376,1376,14.4,50.7
1377,1377,23.9,56.0
1378,1378,22.9,35.2
1379,1379,24.9,36.4
1380,1380,24.0,33.0
1381,1381,14.5,30.7
1382,1382,18.1,57.9
1383,1383,13.2,43.6
1384,1384,13.0,38.1
1385,1385,13.3,35.6
1386,1386,20.8,40.3
1387,1387,24.6,59.5
1388,1388,30,64.0
1389,1389,22.0,46.6
1390,1390,26.0,52.1
1391,1391,25.6,50.8
1392,1392,24.9,62.9
1393,1393,15.6,61.6
1394,1394,25.3,48.9
1395,1395,24.8,57.5
1396,1396,27.3,54.9
1397,1397,21.8,58.0
1398,1398,21.6,61.3
1399,1399,21.9,53.1
1400,1400,27.5,59.7
1401,1401,16.3,36.7
1402,1402,20.8,36.6
1403,1403,24.4,34.0
1404,1404,16.3,19.4
1405,1405,9.6,37.7
1406,1406,11.9,47.5
1407,1407,18.7,39.8
1408,1408,22.6,48.5
1409,1409,17.3,30.8
1410,1410,22.9,45.4
1411,1411,17.5,35.0
1412,1412,17.2,32.9
1413,1413,16.4,33.1
1414,1414,18.8,34.5
1415,1415,18.0,26.8
1416,1416,23.6,44.8
1417,1417,11.6,36.0
1418,1418,20.3,40.8
1419,1419,21.1,26.1
1420,1420,18.8,32.7
1421,1421,18.6,28.5
1422,1422,23.6,32.4
1423,1423,24.6,41.3
1424,1424,19.8,35.9
1425,1425,19.7,36.9
1426,1426,23.1,48.8
1427,1427,21.5,42.6
1428,1428,17.1,37.5
1429,1429,19.5,26.6
1430,1430,20.6,43.8
1431,1431,17.3,28.0
1432,1432,20.0,38.7
1433,1433,19.1,38.3
1434,1434,21.5,40.3
1435,1435,12.7,49.1
1436,1436,18.0,33.6
1437,1437,24.4,53.8
1438,1438,24.0,53.1
1439,1439,21.7,59.4
1440,1440,30,53.4
1441,1441,30,39.4
1442,1442,20.9,57.2
1443,1443,26.4,56.1
1444,1444,28.7,42.2
1445,1445,28.6,68.4
1446,1446,15.7,43.6
1447,1447,25.3,44.4
1448,1448,19.5,42.0
1449,1449,21.6,43.2
1450,1450,13.2,48.1
1451,1451,19.2,44.8
1452,1452,19.3,50.3
1453,1453,20.2,37.5
1454,1454,23.0,43.6
1455,1455,28.1,63.4
1456,1456,27.0,54.3
1457,1457,24.6,52.7
1458,1458,27.0,48.8
1459,1459,25.5,60.8
1460,1460,30,50.6
1461,1461,25.8,52.6
1462,1462,26.4,51.3
1463,1463,24.1,66.1
1464,1464,20.6,62.6
1465,1465,26.3,29.0
1466,1466,23.4,42.8
1467,1467,23.8,42.6
1468,1468,16.2,42.2
1469,1469,17.6,30.4
1470,1470,17.1,45.7
1471,1471,15.6,41.1
1472,1472,23.2,27.1
1473,1473,20.6,61.9
1474,1474,20.9,57.2
1475,1475,21.6,62.1
1476,1476,23.6,66.2
1477,1477,23.2,52.8
1478,1478,28.6,47.2
1479,1479,29.2,51.5
1480,1480,22.5,60.3
1481,1481,22.1,62.5
1482,1482,19.1,44.9
1483,1483,19.1,23.1
1484,1484,22.8,32.9
1485,1485,22.6,43.2
1486,1486,11.5,39.8
1487,1487,15.3,42.8
1488,1488,22.1,59.2
1489,1489,17.1,44.0
1490,1490,21.5,45.1
1491,1491,20.8,53.7
1492,1492,28.7,53.3
1493,1493,23.1,61.2
1494,1494,24.7,57.4
1495,1495,23.1,49.3
1496,1496,23.4,50.1
1497,1497,23.1,42.3
1498,1498,24.5,58.5
1499,1499,25.5,50.1
1500,1500,16.9,63
1501,1501,18.2,32.0
1502,1502,20.1,44.2
1503,1503,15.4,43.5
1504,1504,13.4,18
1505,1505,8.7,48.7
1506,1506,19.6,41.6
1507,1507,20.1,18
1508,1508,24.9,62.0
1509,1509,30,43.7
1510,1510,27.3,62.2
1511,1511,23.2,44.5
1512,1512,24.3,51.9
1513,1513,23.4,51.7
1514,1514,23.1,63.5
1515,1515,19.8,53.0
1516,1516,28.7,56.2
1517,1517,24.4,52.4
1518,1518,22.1,49.9
1519,1519,23.9,58.0
1520,1520,24.6,55.7
1521,1521,23.8,62.1
1522,1522,26.3,69.3
1523,1523,23.7,67.3
1524,1524,27.6,62.2
1525,1525,25.9,62.7
1526,1526,30,62.2
1527,1527,22.6,34.7
1528,1528,17.3,23.7
1529,1529,20.5,49.0
1530,1530,26.2,44.9
1531,1531,12.4,40.6
1532,1532,19.6,34.4
1533,1533,23.2,50.4
1534,1534,22.7,59.7
1535,1535,25.7,43.0
1536,1536,8.7,29.3
1537,1537,23.1,25.0
1538,1538,13.9,26.1
1539,1539,11.6,25.2
1540,1540,13.0,30.6
1541,1541,4.9,6.2
1542,1542,11.3,38.8
1543,1543,14.6,35.2
1544,1544,1.5,13.5
1545,1545,9.5,26.0
1546,1546,16.7,34.2
1547,1547,8.1,45
1548,1548,16.0,33.8
1549,1549,6.9,15.7
1550,1550,11.3,9.9
1551,1551,11.2,26.0
1552,1552,7.9,23.1
1553,1553,15.6,0
1554,1554,23.3,65.9
1555,1555,28.2,62.8
1556,1556,26.1,57.6
1557,1557,23.1,43.6
1558,1558,25.8,43.4
1559,1559,29.1,62.8
1560,1560,26.4,56.3
1561,1561,29.1,59.2
1562,1562,26.8,52.7
1563,1563,29.9,62.3
1564,1564,24.0,58.4
1565,1565,25.2,64.1
1566,1566,25.3,46.4
1567,1567,27.4,65.3
1568,1568,30,47.8
1569,1569,24.4,50.8
1570,1570,29.3,38.0
1571,1571,21.9,54.4
1572,1572,23.5,52.8
1573,1573,17.9,39.0
1574,1574,21.4,45.4
1575,1575,16.0,22.3
1576,1576,17.0,59.0
1577,1577,24.7,28.9
1578,1578,25.3,63
1579,1579,15.1,47.4
1580,1580,21.9,46.8
1581,1581,27.7,54.0
1582,1582,29.1,64.3
1583,1583,25.5,43.1
1584,1584,25.2,42.4
1585,1585,21.0,56.4
1586,1586,23.3,54.7
1587,1587,27.5,60.6
1588,1588,25.7,54.4
1589,1589,24.3,55.0
1590,1590,17.2,53.2
1591,1591,16.4,29.7
1592,1592,20.8,54.1
1593,1593,18.7,49.2
1594,1594,20.0,39.3
1595,1595,16.4,45.8
1596,1596,18.0,40.6
1597,1597,20.8,36.0
1598,1598,17.5,49.2
1599,1599,8.1,23.9
1600,1600,11.3,25.8
1601,1601,13.4,41.3
1602,1602,14.4,19.9
1603,1603,11.8,25.2
1604,1604,15.5,12.7
1605,1605,16.9,30.3
1606,1606,7.8,33.8
1607,1607,7.3,8.3
1608,1608,22.5,41.1
1609,1609,11.2,31.1
1610,1610,17.2,27.4
1611,1611,15.8,36.2
1612,1612,23.9,48.8
1613,1613,12.2,39.7
1614,1614,16.1,33.7
1615,1615,11.2,40.4
1616,1616,21.7,29.6
1617,1617,16.7,44.1
1618,1618,17.9,27.1
1619,1619,18.2,52.8
1620,1620,15.7,44.1
1621,1621,15.6,39.8
1622,1622,20.3,49.7
1623,1623,12.5,44.9
1624,1624,15.7,31.3
1625,1625,21.4,63
1626,1626,20.6,10.6
1627,1627,9.3,26.7
1628,1628,18.5,40.3
1629,1629,5.6,38.6
1630,1630,16.2,21.5
1631,1631,12.8,38.5
1632,1632,15.6,29.3
1633,1633,6.0,24.9
1634,1634,10.5,16.8
1635,1635,19.8,32.2
1636,1636,18.3,37.7
1637,1637,19.3,36.7
1638,1638,17.7,47.7
1639,1639,23.8,31.0
1640,1640,12.9,51.5
1641,1641,19.5,53.0
1642,1642,11.6,37.4
1643,1643,18.9,60.8
1644,1644,24.6,42.4
1645,1645,25.3,58.3
1646,1646,22.9,57.0
1647,1647,22.1,55.4
1648,1648,21.7,52.7
1649,1649,30,43.7
1650,1650,23.8,42.3
1651,1651,29.0,53.0
1652,1652,25.2,63.9
1653,1653,29.0,44.7
1654,1654,27.5,51.2
1655,1655,29.7,62.0
1656,1656,26.6,69.3
1657,1657,22.8,66.7
1658,1658,25.6,49.6
1659,1659,22.0,56.3
1660,1660,29.0,45.9
1661,1661,22.2,54.7
1662,1662,15.4,29.0
1663,1663,21.7,40.1
1664,1664,17.3,37.8
1665,1665,17.4,23.4
1666,1666,22.5,27.5
1667,1667,11.2,46.1
1668,1668,21.5,51.9
1669,1669,20.3,49.8
1670,1670,25.9,23.1
1671,1671,15.6,28.8
1672,1672,21.6,38.9
1673,1673,24.3,44.3
1674,1674,25.0,60.3
1675,1675,23.9,41.1
1676,1676,21.2,29.7
1677,1677,21.9,58.5
1678,1678,17.9,51.3
1679,1679,22.4,29.4
1680,1680,27.3,66.2
1681,1681,27.2,54.2
1682,1682,21.9,62.8
1683,1683,26.6,55.2
1684,1684,23.2,44.8
1685,1685,24.9,58.1
1686,1686,23.9,59.4
1687,1687,30,48.2
1688,1688,28.6,55.3
1689,1689,28.8,53.2
1690,1690,24.8,63.3
1691,1691,26.8,59.5
1692,1692,25.9,57.7
1693,1693,16.9,55.1
1694,1694,27.2,52.4
1695,1695,28.3,41.0
1696,1696,23.3,56.7
1697,1697,18.6,49.6
1698,1698,17.0,30.1
1699,1699,16.9,37.6
1700,1700,18.5,30.4
1701,1701,11.6,29.3
1702,1702,12.0,33.5
1703,1703,17.3,10.7
1704,1704,1.6,11.6
1705,1705,10.5,24.0
1706,1706,12.2,17.5
1707,1707,20.2,35.1
1708,1708,21.9,27.2
1709,1709,18.6,39.4
1710,1710,16.1,54.5
1711,1711,19.3,43.1
1712,1712,18.4,43.0
1713,1713,21.6,44.2
1714,1714,25.6,50.4
1715,1715,19.6,32.0
1716,1716,26.5,44.2
1717,1717,22.7,51.0
1718,1718,21.5,54.4
1719,1719,24.5,64.4
1720,1720,26.5,46.0
1721,1721,24.2,55.9
1722,1722,23.1,46.0
1723,1723,20.7,53.3
1724,1724,23.8,55.6
1725,1725,25.3,29.0
1726,1726,18.6,43.0
1727,1727,14.2,39.0
1728,1728,12.8,43.5
1729,1729,15.7,50.5
1730,1730,25.5,41.7
1731,1731,20.7,21.3
1732,1732,13.6,47.8
1733,1733,19.2,29.1
1734,1734,18.9,26.4
1735,1735,18.3,40.8
1736,1736,24.8,41.2
1737,1737,26.1,20.9
1738,1738,16.6,57.3
1739,1739,15.3,18
1740,1740,19.6,36.0
1741,1741,21.7,57.1
1742,1742,20.7,34.7
1743,1743,23.3,23.5
1744,1744,24.9,48.8
1745,1745,17.2,42.3
1746,1746,18.7,29.2
1747,1747,23.3,41.3
1748,1748,16.9,58.1
1749,1749,18.1,44.0
1750,1750,26.7,37.5
1751,1751,22.9,42.3
1752,1752,20.5,29.6
1753,1753,13.2,42.4
1754,1754,2.2,28.8
1755,1755,13.7,26.1
1756,1756,8.7,30.1
1757,1757,6.6,17.0
1758,1758,15.9,31.1
1759,1759,15.9,9.0
1760,1760,14.3,0.6
1761,1761,25.8,58.6
1762,1762,26.9,38.9
1763,1763,25.4,63.9
1764,1764,27.1,50.5
1765,1765,28.0,41.9
1766,1766,24.2,57.9
1767,1767,21.8,51.9
1768,1768,25.6,43.1
1769,1769,29.7,46.7
1770,1770,24.0,35.5
1771,1771,22.6,25.2
1772,1772,16.3,29.2
1773,1773,16.5,24.9
1774,1774,14.4,16.3
1775,1775,10.4,17.8
1776,1776,16.2,16.2
1777,1777,12.5,39
1778,1778,9.2,18.9
1779,1779,25.1,46.4
1780,1780,26.0,48.1
1781,1781,28.5,52.5
1782,1782,20.2,59.2
1783,1783,27.2,58.1
1784,1784,29.7,59.4
1785,1785,25.8,53.6
1786,1786,30,41.8
1787,1787,28.5,47.8
1788,1788,28.3,49.4
1789,1789,23.1,56.6
1790,1790,26.0,45.1
1791,1791,23.4,57.6
1792,1792,27.6,56.5
1793,1793,27.4,54.7
1794,1794,21.5,52.3
1795,1795,30,57.2
1796,1796,24.7,68.2
1797,1797,27.7,57.5
1798,1798,24.4,56.7
1799,1799,21.3,57.9
1800,1800,23.8,59.4
1801,1801,23.4,38.9
1802,1802,25.3,60.9
1803,1803,26.9,60.3
1804,1804,23.1,63.2
1805,1805,28.9,61.4
1806,1806,27.6,49.9
1807,1807,22.5,61.3
1808,1808,22.0,54.2
1809,1809,21.9,55.1
1810,1810,24.6,47.8
1811,1811,21.5,54.7
1812,1812,28.5,53.3
1813,1813,23.9,47.7
1814,1814,27.7,52.7
1815,1815,11.2,34.0
1816,1816,17.1,33.7
1817,1817,13.7,30.3
1818,1818,15.1,17.8
1819,1819,16.0,45
1820,1820,16.4,31.4
1821,1821,8.8,26.0
1822,1822,13.3,10.9
1823,1823,11.7,7.2
1824,1824,21.4,33.4
1825,1825,12.5,54.0
1826,1826,27.1,34.5
1827,1827,14.1,24.1
1828,1828,12.6,32.2
1829,1829,17.1,38.1
1830,1830,21.0,53.0
1831,1831,23.7,36.8
1832,1832,18.2,40.0
1833,1833,19.2,55.6
1834,1834,23.3,46.3
1835,1835,15.1,33.8
1836,1836,17.6,45.3
1837,1837,17.7,47.0
1838,1838,15.8,37.9
1839,1839,19.3,34.3
1840,1840,18.4,36.9
1841,1841,21.6,54.4
1842,1842,10.2,32.6
1843,1843,17.5,30.4
1844,1844,5.7,28.7
1845,1845,13.5,36.7
1846,1846,15.1,29.0
1847,1847,11.6,42
1848,1848,13.7,10.5
1849,1849,7.3,17.5
1850,1850,11.9,13.6
1851,1851,23.9,36.9
1852,1852,22.9,18
1853,1853,17.6,35.0
1854,1854,18.6,47.5
1855,1855,26.7,39.9
1856,1856,18.5,45.8
1857,1857,17.7,49.5
1858,1858,16.7,18
1859,1859,20.2,51.5
1860,1860,24.4,49.6
1861,1861,26.9,70
1862,1862,26.4,53.1
1863,1863,18.6,57.2
1864,1864,20.6,51.3
1865,1865,19.9,52.1
1866,1866,25.7,55.8
1867,1867,30,68.1
1868,1868,23.8,58.4
1869,1869,10.7,30.4
1870,1870,10.7,13.8
1871,1871,16.8,15.2
1872,1872,24.0,24.7
1873,1873,6.2,28.7
1874,1874,23.1,26.3
1875,1875,17.5,15.5
1876,1876,5.2,17.3
1877,1877,13.7,21.1
1878,1878,23.7,29.0
1879,1879,19.5,38.2
1880,1880,15.5,21.2
1881,1881,12.9,21.5
1882,1882,8.0,53.4
1883,1883,17.1,29.9
1884,1884,19.5,19.3
1885,1885,18.3,50.3
1886,1886,21.6,40.2
1887,1887,21.3,36.7
1888,1888,24.2,45.4
1889,1889,18.2,40.9
1890,1890,20.6,33.7
1891,1891,26.3,35.2
1892,1892,16.1,39.1
1893,1893,19.5,26.0
1894,1894,20.2,41.8
1895,1895,16.0,57.9
1896,1896,11.8,41.3
1897,1897,11.2,16.5
1898,1898,8.4,36.0
1899,1899,19.8,14.8
1900,1900,7.4,39.9
1901,1901,8.7,12.8
1902,1902,6.5,23.6
1903,1903,20.1,23.2
1904,1904,13.4,16.1
1905,1905,18.3,29.3
1906,1906,19.4,36.6
1907,1907,13.2,38.8
1908,1908,14.7,33.7
1909,1909,13.7,42.6
1910,1910,23.7,37.8
1911,1911,23.5,44.2
1912,1912,16.7,43.1
1913,1913,19.8,31.1
1914,1914,23.1,63.0
1915,1915,24.2,60.9
1916,1916,29.7,44.2
1917,1917,28.8,50.2
1918,1918,23.4,51.4
1919,1919,25.5,59.3
1920,1920,27.8,55.4
1921,1921,27.0,60.9
1922,1922,27.4,51.6
1923,1923,14.8,35.6
1924,1924,16.2,21.9
1925,1925,15.7,35.0
1926,1926,15.3,23.3
1927,1927,17.9,24.7
1928,1928,15.8,11.3
1929,1929,14.4,22.5
1930,1930,13.1,15.7
1931,1931,9.1,28.6
1932,1932,26.5,50.4
1933,1933,25.1,64.9
1934,1934,29.7,40.2
1935,1935,24.3,42.9
1936,1936,26.5,61.0
1937,1937,22.4,61.0
1938,1938,24.1,46.7
1939,1939,21.1,56.5
1940,1940,23.8,51.1
1941,1941,22.8,68.8
1942,1942,27.7,52.3
1943,1943,25.8,57.2
1944,1944,22.6,62.4
1945,1945,22.7,49.9
1946,1946,20.4,61.8
1947,1947,23.6,58.0
1948,1948,23.3,49.8
1949,1949,27.0,48.0
1950,1950,21.8,46.4
1951,1951,16.0,53.0
1952,1952,18.8,22.9
1953,1953,21.0,52.7
1954,1954,22.4,40.5
1955,1955,19.8,30.0
1956,1956,14.3,42.1
1957,1957,20.9,34.6
1958,1958,14.2,41.9
1959,1959,18.0,46.0
1960,1960,20.1,50.6
1961,1961,15.3,49.3
1962,1962,19.5,39.5
1963,1963,16.8,48.8
1964,1964,19.5,24.7
1965,1965,14.6,33.3
1966,1966,24.6,60.3
1967,1967,21.7,39.2
1968,1968,15.5,41.4
1969,1969,16.8,33.5
1970,1970,17.9,34.4
1971,1971,21.6,41.1
1972,1972,18.4,47.1
1973,1973,20.2,41.5
1974,1974,22.7,57.5
1975,1975,20.1,44.0
1976,1976,17.5,40.5
1977,1977,13.3,46.5
1978,1978,11.5,25.6
1979,1979,12.9,39.8
1980,1980,21.2,40.3
1981,1981,16.6,35.4
1982,1982,13.9,43.2
1983,1983,17.1,60.1
1984,1984,17.1,25.0
1985,1985,13.5,28.1
1986,1986,18.5,29.0
1987,1987,18.4,35.8
1988,1988,19.5,60.2
1989,1989,18.3,36.8
1990,1990,22.5,34.4
1991,1991,20.6,39.9
1992,1992,19.4,31.2
1993,1993,18.9,51.9
1994,1994,24.5,46.8
1995,1995,23.4,57.7
1996,1996,25.0,66.0
1997,1997,23.4,48.1
1998,1998,28.8,60.1
1999,1999,22.6,56.0
2000,2000,27.2,46.9
2001,2001,28.5,63.1
2002,2002,24.8,54.1
2003,2003,23.3,56.6
2004,2004,16.5,22.0
2005,2005,15.0,27.7
2006,2006,16.3,45.4
2007,2007,22.7,42.9
2008,2008,16.9,45.2
2009,2009,8.4,54.2
2010,2010,18.4,36.7
2011,2011,21.2,22.0
2012,2012,23.6,43.3
2013,2013,20.0,46.3
2014,2014,20.9,38.1
2015,2015,17.5,44.8
2016,2016,21.8,40.5
2017,2017,17.2,33.2
2018,2018,27.0,45.7
2019,2019,19.5,28.3
2020,2020,19.0,44.5
2021,2021,14.3,18
2022,2022,19.4,24.8
2023,2023,19.7,40.8
2024,2024,14.8,49.6
2025,2025,8.8,24.4
2026,2026,12.7,25.8
2027,2027,18.5,23.2
2028,2028,22.6,43.6
2029,2029,20.6,45.5
2030,2030,23.8,33.8
2031,2031,22.8,66.2
2032,2032,25.8,48.0
2033,2033,25.6,66.3
2034,2034,25.3,57.2
2035,2035,24.3,50.3
2036,2036,23.6,61.8
2037,2037,25.8,53.1
2038,2038,23.9,52.1
2039,2039,28.4,60.1
2040,2040,18.5,31.5
2041,2041,19.1,46.2
2042,2042,18.0,50.6
2043,2043,18.0,57.3
2044,2044,17.1,43.6
2045,2045,12.5,39.5
2046,2046,22.0,23.9
2047,2047,17.5,41.8
2048,2048,17.1,36.8
2049,2049,12.6,35.7
2050,2050,16.4,30.4
2051,2051,15.8,33.4
2052,2052,13.4,18.4
2053,2053,24.0,18.3
2054,2054,6.0,25.9
2055,2055,11.9,26.5
2056,2056,14.9,19.5
2057,2057,12.4,2.5
2058,2058,27.8,57.4
2059,2059,25.0,56.9
2060,2060,24.8,53.4
2061,2061,24.8,62.7
2062,2062,25.1,64.2
2063,2063,26.0,57.1
2064,2064,22.8,36.8
2065,2065,30,47.3
2066,2066,25.0,60.9
2067,2067,24.5,43.4
2068,2068,21.6,45.8
2069,2069,24.8,59.8
2070,2070,26.8,55.2
2071,2071,29.2,61.9
2072,2072,22.9,57.9
2073,2073,25.9,59.0
2074,2074,21.5,55.7
2075,2075,23.1,53.0
2076,2076,30,53.5
2077,2077,26.2,53.2
2078,2078,26.1,56.4
2079,2079,25.7,55.7
2080,2080,19.9,56.1
2081,2081,24.2,70
2082,2082,28.0,59.9
2083,2083,18.0,42.6
2084,2084,22.3,56.1
2085,2085,22.9,18.3
2086,2086,18.0,42.4
2087,2087,19.1,39.3
2088,2088,17.7,19.3
2089,2089,12.5,28.0
2090,2090,15.2,50.2
2091,2091,13.1,38.6
2092,2092,22.8,41.0
2093,2093,17.7,33.4
2094,2094,18.8,62.1
2095,2095,29.1,43.1
2096,2096,21.3,48.1
2097,2097,26.0,44.1
2098,2098,23.7,55.0
2099,2099,26.6,61.6
2100,2100,23.8,50.6
2101,2101,25.1,44.7
2102,2102,20.6,59.4
2103,2103,17.9,25.5
2104,2104,14.4,20.5
2105,2105,24.2,48.3
2106,2106,25.2,32.9
2107,2107,16.6,32.4
2108,2108,15.0,25.6
2109,2109,20.0,33.4
2110,2110,20.5,42.3
2111,2111,18.9,35.0
2112,2112,13.6,19.4
2113,2113,15.8,37.2
2114,2114,15.2,10.3
2115,2115,10.6,16.5
2116,2116,23.8,29.1
2117,2117,14.8,17.3
2118,2118,11.9,19.9
2119,2119,12.0,2.6
2120,2120,5.8,36
2121,2121,21.2,29.7
2122,2122,25.8,46.6
2123,2123,24.4,20.9
2124,2124,25.1,32.0
2125,2125,18.5,31.7
2126,2126,24.0,39.3
2127,2127,13.7,18
2128,2128,15.2,47.7
2129,2129,18.1,33.8
2130,2130,25.1,45.8
2131,2131,23.3,56.1
2132,2132,24.2,49.5
2133,2133,26.0,66.4
2134,2134,21.2,65.5
2135,2135,26.3,41.5
2136,2136,24.2,51.2
2137,2137,22.9,61.3
2138,2138,29.3,53.7
2139,2139,21.9,41.6
2140,2140,15.2,18
2141,2141,21.0,18
2142,2142,20.4,20.3
2143,2143,18.1,54.4
2144,2144,20.2,42.8
2145,2145,19.8,53.1
2146,2146,18.0,56.4
2147,2147,8.0,63
2148,2148,15.5,30.1
2149,2149,7.6,36.7
2150,2150,17.6,12.1
