attendance_id,enrollment_id,total_classes,classes_attended
1596,1596,82,74
1597,1597,78,63
1598,1598,89,62
1599,1599,70,65
1600,1600,43,43
1601,1601,64,57
1602,1602,43,36
1603,1603,63,57
1604,1604,61,59
1605,1605,62,61
1606,1606,55,50
1607,1607,44,44
1608,1608,79,79
1609,1609,73,56
1610,1610,75,75
1611,1611,68,68
1612,1612,75,75
1613,1613,75,65
1614,1614,78,67
1615,1615,90,59
1616,1616,74,71
1617,1617,88,60
1618,1618,83,76
1619,1619,81,81
1620,1620,67,67
1621,1621,86,75
1622,1622,84,84
1623,1623,70,56
1624,1624,70,70
1625,1625,88,84
1626,1626,76,38
1627,1627,49,49
1628,1628,59,59
1629,1629,44,44
1630,1630,58,45
1631,1631,65,50
1632,1632,55,54
1633,1633,67,62
1634,1634,50,50
1635,1635,82,66
1636,1636,88,86
1637,1637,93,60
1638,1638,67,67
1639,1639,93,60
1640,1640,91,63
1641,1641,81,62
1642,1642,95,88
1643,1643,72,62
1644,1644,87,87
1645,1645,86,83
1646,1646,98,76
1647,1647,83,83
1648,1648,87,83
1649,1649,91,90
1650,1650,80,80
1651,1651,81,81
1652,1652,89,89
1653,1653,92,75
1654,1654,88,84
1655,1655,87,84
1656,1656,94,94
1657,1657,100,88
1658,1658,82,82
1659,1659,90,88
1660,1660,85,83
1661,1661,99,92
1662,1662,90,63
1663,1663,74,74
1664,1664,72,72
1665,1665,85,63
1666,1666,90,75
1667,1667,69,69
1668,1668,75,73
1669,1669,70,70
1670,1670,93,69
1671,1671,94,60
1672,1672,87,65
1673,1673,84,71
1674,1674,70,62
1675,1675,89,84
1676,1676,72,68
1677,1677,90,72
1678,1678,69,69
1679,1679,91,73
1680,1680,80,80
1681,1681,94,82
1682,1682,94,77
1683,1683,90,87
1684,1684,93,93
1685,1685,81,76
1686,1686,91,91
1687,1687,99,76
1688,1688,92,84
1689,1689,98,80
1690,1690,90,89
1691,1691,96,88
1692,1692,81,79
1693,1693,88,86
1694,1694,88,88
1695,1695,96,85
1696,1696,95,79
1697,1697,100,89
1698,1698,70,51
1699,1699,47,47
1700,1700,75,66
1701,1701,49,42
1702,1702,58,46
1703,1703,57,48
1704,1704,73,46
1705,1705,71,41
1706,1706,47,47
1707,1707,67,67
1708,1708,79,72
1709,1709,66,66
1710,1710,88,63
1711,1711,85,73
1712,1712,67,67
1713,1713,72,72
1714,1714,70,70
1715,1715,89,64
1716,1716,89,89
1717,1717,83,83
1718,1718,92,90
1719,1719,82,82
1720,1720,93,93
1721,1721,90,89
1722,1722,84,84
1723,1723,82,82
1724,1724,95,84
1725,1725,81,81
1726,1726,67,57
1727,1727,78,61
1728,1728,91,71
1729,1729,89,87
1730,1730,79,66
1731,1731,66,60
1732,1732,75,75
1733,1733,90,71
1734,1734,92,61
1735,1735,77,62
1736,1736,79,79
1737,1737,84,84
1738,1738,84,78
1739,1739,86,80
1740,1740,69,55
1741,1741,87,67
1742,1742,85,64
1743,1743,82,67
1744,1744,69,69
1745,1745,93,64
1746,1746,80,80
1747,1747,72,67
1748,1748,77,58
1749,1749,92,82
1750,1750,88,73
1751,1751,81,81
1752,1752,75,39
1753,1753,70,42
1754,1754,62,62
1755,1755,58,47
1756,1756,72,49
1757,1757,78,64
1758,1758,64,61
1759,1759,63,63
1760,1760,53,53
1761,1761,95,78
1762,1762,95,84
1763,1763,80,80
1764,1764,85,80
1765,1765,81,77
1766,1766,87,78
1767,1767,90,86
1768,1768,97,83
1769,1769,96,94
1770,1770,69,42
1771,1771,46,46
1772,1772,47,47
1773,1773,58,58
1774,1774,46,44
1775,1775,48,42
1776,1776,66,35
1777,1777,61,53
1778,1778,63,61
1779,1779,87,79
1780,1780,93,89
1781,1781,91,75
1782,1782,96,77
1783,1783,85,85
1784,1784,100,79
1785,1785,100,96
1786,1786,93,87
1787,1787,89,85
1788,1788,84,84
1789,1789,97,94
1790,1790,91,91
1791,1791,89,77
1792,1792,84,84
1793,1793,82,82
1794,1794,100,80
1795,1795,97,93
1796,1796,89,88
1797,1797,100,91
1798,1798,100,78
1799,1799,80,80
1800,1800,98,93
1801,1801,97,94
1802,1802,98,96
1803,1803,87,78
1804,1804,91,89
1805,1805,93,77
1806,1806,94,77
1807,1807,98,92
1808,1808,88,88
1809,1809,94,90
1810,1810,85,79
1811,1811,94,79
1812,1812,96,78
1813,1813,81,80
1814,1814,83,83
1815,1815,73,44
1816,1816,63,54
1817,1817,49,44
1818,1818,59,53
1819,1819,71,35
1820,1820,42,42
1821,1821,68,56
1822,1822,78,43
1823,1823,69,63
1824,1824,90,81
1825,1825,75,57
1826,1826,88,72
1827,1827,87,56
1828,1828,87,74
1829,1829,82,60
1830,1830,83,58
1831,1831,89,85
1832,1832,86,66
1833,1833,93,83
1834,1834,75,75
1835,1835,94,56
1836,1836,65,65
1837,1837,68,61
1838,1838,70,70
1839,1839,95,81
1840,1840,95,75
1841,1841,74,74
1842,1842,64,42
1843,1843,78,50
1844,1844,64,42
1845,1845,75,61
1846,1846,54,36
1847,1847,46,46
1848,1848,48,48
1849,1849,72,48
1850,1850,74,45
1851,1851,66,55
1852,1852,84,73
1853,1853,66,66
1854,1854,86,79
1855,1855,71,71
1856,1856,82,59
1857,1857,68,63
1858,1858,93,82
1859,1859,90,75
1860,1860,90,85
1861,1861,90,75
1862,1862,80,80
1863,1863,85,85
1864,1864,95,87
1865,1865,100,95
1866,1866,94,94
1867,1867,92,92
1868,1868,80,78
1869,1869,41,41
1870,1870,52,40
1871,1871,54,49
1872,1872,42,42
1873,1873,78,48
1874,1874,65,42
1875,1875,71,45
1876,1876,76,46
1877,1877,44,43
1878,1878,73,67
1879,1879,87,71
1880,1880,65,65
1881,1881,66,66
1882,1882,73,62
1883,1883,76,76
1884,1884,72,58
1885,1885,79,75
1886,1886,67,56
1887,1887,75,74
1888,1888,65,65
1889,1889,90,76
1890,1890,80,70
1891,1891,91,76
1892,1892,67,67
1893,1893,83,62
1894,1894,66,66
1895,1895,67,63
1896,1896,44,41
1897,1897,58,58
1898,1898,66,49
1899,1899,40,40
1900,1900,46,46
1901,1901,41,41
1902,1902,46,41
1903,1903,77,47
1904,1904,72,51
1905,1905,72,63
1906,1906,74,74
1907,1907,76,74
1908,1908,69,64
1909,1909,74,74
1910,1910,86,64
1911,1911,91,58
1912,1912,71,67
1913,1913,86,85
1914,1914,90,90
1915,1915,83,83
1916,1916,95,82
1917,1917,87,87
1918,1918,90,87
1919,1919,80,80
1920,1920,97,78
1921,1921,100,93
1922,1922,80,80
1923,1923,51,51
1924,1924,52,36
1925,1925,46,36
1926,1926,47,47
1927,1927,55,55
1928,1928,73,62
1929,1929,49,43
1930,1930,64,58
1931,1931,55,37
1932,1932,84,84
1933,1933,88,79
1934,1934,95,81
1935,1935,99,77
1936,1936,100,91
1937,1937,85,85
1938,1938,95,90
1939,1939,100,93
1940,1940,86,86
1941,1941,98,80
1942,1942,97,77
1943,1943,94,91
1944,1944,94,91
1945,1945,94,88
1946,1946,90,83
1947,1947,87,83
1948,1948,82,82
1949,1949,100,77
1950,1950,82,67
1951,1951,73,73
1952,1952,92,72
1953,1953,69,69
1954,1954,91,77
1955,1955,77,55
1956,1956,89,64
1957,1957,88,68
1958,1958,90,84
1959,1959,89,81
1960,1960,82,56
1961,1961,69,69
1962,1962,90,77
1963,1963,86,80
1964,1964,74,74
1965,1965,66,63
1966,1966,75,75
1967,1967,77,59
1968,1968,95,83
1969,1969,70,61
1970,1970,91,86
1971,1971,94,79
1972,1972,86,86
1973,1973,81,55
1974,1974,78,78
1975,1975,82,81
1976,1976,95,68
1977,1977,80,65
1978,1978,83,67
1979,1979,73,67
1980,1980,67,67
1981,1981,75,75
1982,1982,88,60
1983,1983,79,77
1984,1984,74,74
1985,1985,70,70
1986,1986,94,66
1987,1987,87,57
1988,1988,73,73
1989,1989,88,68
1990,1990,89,62
1991,1991,68,68
1992,1992,79,65
1993,1993,79,56
1994,1994,88,84
1995,1995,81,75
1996,1996,84,84
1997,1997,94,77
1998,1998,94,79
1999,1999,85,80
2000,2000,85,84
2001,2001,85,77
2002,2002,88,79
2003,2003,81,81
2004,2004,90,88
2005,2005,93,61
2006,2006,66,55
2007,2007,71,70
2008,2008,67,56
2009,2009,75,67
2010,2010,95,61
2011,2011,70,65
2012,2012,91,75
2013,2013,82,80
2014,2014,71,61
2015,2015,77,75
2016,2016,72,59
2017,2017,84,78
2018,2018,78,74
2019,2019,68,65
2020,2020,75,75
2021,2021,87,63
2022,2022,92,85
2023,2023,94,83
2024,2024,72,72
2025,2025,72,56
2026,2026,74,70
2027,2027,84,60
2028,2028,74,67
2029,2029,66,66
2030,2030,95,83
2031,2031,81,81
2032,2032,89,75
2033,2033,90,82
2034,2034,87,87
2035,2035,92,91
2036,2036,80,77
2037,2037,86,76
2038,2038,86,79
2039,2039,86,82
2040,2040,88,67
2041,2041,72,72
2042,2042,85,67
2043,2043,67,67
2044,2044,79,79
2045,2045,89,64
2046,2046,65,65
2047,2047,94,74
2048,2048,88,66
2049,2049,75,65
2050,2050,70,47
2051,2051,40,40
2052,2052,65,61
2053,2053,63,59
2054,2054,77,39
2055,2055,47,47
2056,2056,67,51
2057,2057,62,62
2058,2058,93,82
2059,2059,91,91
2060,2060,100,79
2061,2061,84,83
2062,2062,85,75
2063,2063,92,87
2064,2064,82,82
2065,2065,85,85
2066,2066,97,96
2067,2067,82,78
2068,2068,91,79
2069,2069,92,84
2070,2070,95,75
2071,2071,93,91
2072,2072,93,80
2073,2073,84,81
2074,2074,83,83
2075,2075,86,76
2076,2076,94,94
2077,2077,100,80
2078,2078,83,83
2079,2079,87,87
2080,2080,80,76
2081,2081,98,76
2082,2082,80,80
2083,2083,88,88
2084,2084,93,85
2085,2085,86,80
2086,2086,76,76
2087,2087,92,80
2088,2088,69,56
2089,2089,73,70
2090,2090,86,85
2091,2091,65,65
2092,2092,66,66
2093,2093,80,80
2094,2094,95,95
2095,2095,92,84
2096,2096,96,93
2097,2097,81,79
2098,2098,97,89
2099,2099,83,83
2100,2100,86,80
2101,2101,82,78
2102,2102,85,85
2103,2103,95,62
2104,2104,85,85
2105,2105,92,69
2106,2106,84,59
2107,2107,87,79
2108,2108,95,82
2109,2109,68,68
2110,2110,88,67
2111,2111,76,63
2112,2112,77,69
2113,2113,67,55
2114,2114,48,48
2115,2115,46,46
2116,2116,60,44
2117,2117,54,54
2118,2118,58,44
2119,2119,42,42
2120,2120,47,47
2121,2121,87,79
2122,2122,69,68
2123,2123,72,58
2124,2124,92,86
2125,2125,91,65
2126,2126,75,75
2127,2127,89,80
2128,2128,74,73
2129,2129,92,80
2130,2130,81,81
2131,2131,84,84
2132,2132,84,81
2133,2133,100,75
2134,2134,83,83
2135,2135,92,88
2136,2136,81,78
2137,2137,81,78
2138,2138,98,88
2139,2139,80,74
2140,2140,85,79
2141,2141,86,60
2142,2142,85,79
2143,2143,76,55
2144,2144,80,80
2145,2145,83,83
2146,2146,90,66
2147,2147,87,82
2148,2148,74,46
2149,2149,65,65
2150,2150,73,66
2151,2151,74,42
2152,2152,47,46
2153,2153,40,40
2154,2154,42,42
2155,2155,45,45
2156,2156,45,42
2157,2157,40,40
2158,2158,73,53
2159,2159,76,66
2160,2160,62,62
2161,2161,42,42
2162,2162,53,43
2163,2163,62,52
2164,2164,44,44
2165,2165,50,50
2166,2166,84,84
2167,2167,88,88
2168,2168,91,91
2169,2169,99,80
2170,2170,93,87
2171,2171,82,82
2172,2172,97,88
2173,2173,91,85
2174,2174,87,83
2175,2175,83,78
2176,2176,89,89
2177,2177,96,86
2178,2178,97,83
2179,2179,85,85
2180,2180,91,91
2181,2181,99,87
2182,2182,80,80
2183,2183,84,79
2184,2184,63,50
2185,2185,69,46
2186,2186,69,67
2187,2187,73,49
2188,2188,59,59
2189,2189,45,39
2190,2190,50,38
2191,2191,71,35
2192,2192,72,43
2193,2193,97,78
2194,2194,80,80
2195,2195,87,87
2196,2196,96,96
2197,2197,85,85
2198,2198,87,80
2199,2199,96,86
2200,2200,92,80
2201,2201,87,87
2202,2202,80,80
2203,2203,89,89
2204,2204,94,94
2205,2205,80,80
2206,2206,83,75
2207,2207,92,86
2208,2208,86,77
2209,2209,93,78
2210,2210,88,82
2211,2211,70,70
2212,2212,91,83
2213,2213,78,55
2214,2214,71,62
2215,2215,77,77
2216,2216,70,67
2217,2217,73,62
2218,2218,90,63
2219,2219,93,80
2220,2220,65,63
2221,2221,89,70
2222,2222,78,55
2223,2223,80,60
2224,2224,69,69
2225,2225,68,68
2226,2226,91,82
2227,2227,90,61
2228,2228,70,67
2229,2229,73,67
2230,2230,84,67
2231,2231,78,78
2232,2232,72,69
2233,2233,81,81
2234,2234,73,73
2235,2235,78,70
2236,2236,66,55
2237,2237,71,71
2238,2238,71,58
2239,2239,40,40
2240,2240,63,58
2241,2241,78,58
2242,2242,77,59
2243,2243,78,42
2244,2244,52,47
2245,2245,44,44
2246,2246,70,47
2247,2247,88,88
2248,2248,94,94
2249,2249,82,82
2250,2250,96,75
2251,2251,84,84
2252,2252,86,86
2253,2253,96,77
2254,2254,92,92
2255,2255,88,81
2256,2256,65,65
2257,2257,81,71
2258,2258,87,72
2259,2259,66,66
2260,2260,95,72
2261,2261,90,58
2262,2262,91,68
2263,2263,76,76
2264,2264,93,71
2265,2265,100,75
2266,2266,88,80
2267,2267,98,78
2268,2268,100,83
2269,2269,97,81
2270,2270,88,81
2271,2271,92,79
2272,2272,93,86
2273,2273,95,80
2274,2274,85,85
2275,2275,85,85
2276,2276,84,77
2277,2277,100,87
2278,2278,80,80
2279,2279,83,75
2280,2280,81,79
2281,2281,84,84
2282,2282,80,78
2283,2283,98,89
2284,2284,95,79
2285,2285,88,88
2286,2286,81,78
2287,2287,93,79
2288,2288,87,87
2289,2289,89,82
2290,2290,83,83
2291,2291,83,83
2292,2292,45,37
2293,2293,73,56
2294,2294,49,49
2295,2295,46,46
2296,2296,56,39
2297,2297,49,44
2298,2298,70,39
2299,2299,57,44
2300,2300,51,51
2301,2301,78,76
2302,2302,94,70
2303,2303,82,82
2304,2304,77,60
2305,2305,83,69
2306,2306,65,65
2307,2307,82,82
2308,2308,66,66
2309,2309,89,63
2310,2310,94,81
2311,2311,66,63
2312,2312,69,69
2313,2313,78,78
2314,2314,83,59
2315,2315,70,56
2316,2316,72,59
2317,2317,78,64
2318,2318,69,69
2319,2319,85,55
2320,2320,93,57
2321,2321,70,55
2322,2322,95,84
2323,2323,94,87
2324,2324,94,65
2325,2325,77,63
2326,2326,66,66
2327,2327,82,59
2328,2328,64,45
2329,2329,67,47
2330,2330,63,56
2331,2331,74,41
2332,2332,59,47
2333,2333,42,42
2334,2334,76,37
2335,2335,42,38
2336,2336,40,40
2337,2337,88,77
2338,2338,68,68
2339,2339,68,68
2340,2340,83,79
2341,2341,66,66
2342,2342,67,60
2343,2343,71,64
2344,2344,95,87
2345,2345,85,85
2346,2346,67,37
2347,2347,64,50
2348,2348,44,44
2349,2349,46,35
2350,2350,75,40
2351,2351,50,50
2352,2352,63,57
2353,2353,69,51
2354,2354,68,43
2355,2355,92,88
2356,2356,84,84
2357,2357,90,86
2358,2358,94,83
2359,2359,81,81
2360,2360,87,87
2361,2361,89,87
2362,2362,82,82
2363,2363,82,82
2364,2364,83,77
2365,2365,92,88
2366,2366,90,85
2367,2367,95,78
2368,2368,84,84
2369,2369,98,76
2370,2370,81,81
2371,2371,86,76
2372,2372,93,83
2373,2373,67,67
2374,2374,78,78
2375,2375,70,58
2376,2376,75,74
2377,2377,78,78
2378,2378,70,70
2379,2379,77,55
2380,2380,71,59
2381,2381,69,69
2382,2382,84,84
2383,2383,93,83
2384,2384,94,79
2385,2385,98,78
2386,2386,86,86
2387,2387,99,87
2388,2388,86,86
2389,2389,91,75
2390,2390,83,83
2391,2391,82,82
2392,2392,68,66
2393,2393,82,65
2394,2394,92,82
2395,2395,95,61
2396,2396,68,60
2397,2397,78,61
2398,2398,94,61
2399,2399,90,57
2400,2400,82,79
2401,2401,95,62
2402,2402,79,79
2403,2403,90,80
2404,2404,72,72
2405,2405,73,73
2406,2406,78,70
2407,2407,66,55
2408,2408,91,88
2409,2409,67,50
2410,2410,65,38
2411,2411,48,48
2412,2412,60,60
2413,2413,48,48
2414,2414,65,51
2415,2415,60,48
2416,2416,40,40
2417,2417,45,45
2418,2418,70,70
2419,2419,71,70
2420,2420,77,71
2421,2421,94,64
2422,2422,83,61
2423,2423,68,61
2424,2424,70,60
2425,2425,94,68
2426,2426,65,65
2427,2427,64,55
2428,2428,50,46
2429,2429,76,37
2430,2430,62,62
2431,2431,40,40
2432,2432,47,47
2433,2433,73,67
2434,2434,63,42
2435,2435,48,48
2436,2436,67,67
2437,2437,79,79
2438,2438,94,67
2439,2439,92,72
2440,2440,90,74
2441,2441,88,86
2442,2442,84,72
2443,2443,84,79
2444,2444,76,59
2445,2445,78,73
2446,2446,95,88
2447,2447,70,70
2448,2448,72,59
2449,2449,69,69
2450,2450,65,65
2451,2451,75,69
2452,2452,84,68
2453,2453,73,59
2454,2454,60,47
2455,2455,71,37
2456,2456,47,47
2457,2457,64,50
2458,2458,76,35
2459,2459,65,37
2460,2460,42,42
2461,2461,46,46
2462,2462,62,60
2463,2463,65,54
2464,2464,47,47
2465,2465,54,38
2466,2466,60,60
2467,2467,63,63
2468,2468,43,43
2469,2469,43,43
2470,2470,64,52
2471,2471,77,64
2472,2472,93,93
2473,2473,96,82
2474,2474,88,85
2475,2475,82,82
2476,2476,91,91
2477,2477,100,81
2478,2478,95,76
2479,2479,94,87
2480,2480,86,86
2481,2481,79,64
2482,2482,69,69
2483,2483,79,79
2484,2484,67,67
2485,2485,95,61
2486,2486,88,62
2487,2487,70,70
2488,2488,79,77
2489,2489,67,67
2490,2490,61,38
2491,2491,43,43
2492,2492,58,47
2493,2493,73,66
2494,2494,43,43
2495,2495,43,37
2496,2496,74,41
2497,2497,65,60
2498,2498,57,57
2499,2499,99,84
2500,2500,96,94
2501,2501,87,80
2502,2502,85,85
2503,2503,80,80
2504,2504,85,83
2505,2505,80,80
2506,2506,80,80
2507,2507,81,75
2508,2508,69,61
2509,2509,75,75
2510,2510,82,71
2511,2511,79,55
2512,2512,75,75
2513,2513,93,85
2514,2514,88,56
2515,2515,72,64
2516,2516,83,82
2517,2517,92,92
2518,2518,100,96
2519,2519,96,80
2520,2520,90,87
2521,2521,88,84
2522,2522,90,90
2523,2523,98,86
2524,2524,95,95
2525,2525,96,84
2526,2526,44,44
2527,2527,58,42
2528,2528,67,57
2529,2529,56,43
2530,2530,72,70
2531,2531,57,44
2532,2532,77,40
2533,2533,62,50
2534,2534,67,60
2535,2535,93,93
2536,2536,84,84
2537,2537,93,92
2538,2538,89,89
2539,2539,85,85
2540,2540,83,79
2541,2541,96,96
2542,2542,93,89
2543,2543,80,80
2544,2544,74,70
2545,2545,84,73
2546,2546,69,69
2547,2547,89,88
2548,2548,66,66
2549,2549,75,61
2550,2550,87,76
2551,2551,83,83
2552,2552,71,71
2553,2553,100,79
2554,2554,80,80
2555,2555,82,75
2556,2556,96,78
2557,2557,80,80
2558,2558,83,83
2559,2559,87,87
2560,2560,94,94
2561,2561,100,75
2562,2562,74,47
2563,2563,46,46
2564,2564,64,41
2565,2565,49,36
2566,2566,64,35
2567,2567,68,37
2568,2568,48,48
2569,2569,40,40
2570,2570,72,48
2571,2571,49,49
2572,2572,69,43
2573,2573,59,59
2574,2574,70,59
2575,2575,51,51
2576,2576,48,48
2577,2577,77,60
2578,2578,50,49
2579,2579,70,55
2580,2580,64,61
2581,2581,56,42
2582,2582,68,58
2583,2583,51,51
2584,2584,48,48
2585,2585,68,53
2586,2586,67,67
2587,2587,77,36
2588,2588,53,37
2589,2589,92,59
2590,2590,95,88
2591,2591,83,83
2592,2592,93,63
2593,2593,85,79
2594,2594,69,69
2595,2595,72,58
2596,2596,72,72
2597,2597,87,77
2598,2598,73,67
2599,2599,74,42
2600,2600,56,36
2601,2601,52,52
2602,2602,53,53
2603,2603,43,43
2604,2604,76,37
2605,2605,66,40
2606,2606,48,48
2607,2607,91,88
2608,2608,87,75
2609,2609,86,86
2610,2610,80,80
2611,2611,92,79
2612,2612,84,78
2613,2613,91,86
2614,2614,81,81
2615,2615,87,87
2616,2616,88,70
2617,2617,69,69
2618,2618,76,70
2619,2619,77,77
2620,2620,67,67
2621,2621,87,77
2622,2622,79,74
2623,2623,74,70
2624,2624,87,87
2625,2625,99,90
2626,2626,84,84
2627,2627,86,78
2628,2628,84,76
2629,2629,100,89
2630,2630,81,81
2631,2631,82,76
2632,2632,95,75
2633,2633,81,81
2634,2634,59,37
2635,2635,41,41
2636,2636,77,48
2637,2637,67,62
2638,2638,43,41
2639,2639,58,58
2640,2640,76,68
2641,2641,69,50
2642,2642,57,40
2643,2643,91,83
2644,2644,99,75
2645,2645,90,83
2646,2646,80,80
2647,2647,91,90
2648,2648,93,76
2649,2649,99,92
2650,2650,85,83
2651,2651,95,79
2652,2652,72,62
2653,2653,81,81
2654,2654,87,69
2655,2655,73,71
2656,2656,92,77
2657,2657,72,72
2658,2658,68,68
2659,2659,83,78
2660,2660,67,67
2661,2661,61,61
2662,2662,58,36
2663,2663,49,36
2664,2664,60,60
2665,2665,77,57
2666,2666,77,37
2667,2667,45,39
2668,2668,76,67
2669,2669,66,66
2670,2670,96,89
2671,2671,98,84
2672,2672,91,82
2673,2673,83,82
2674,2674,93,86
2675,2675,82,82
2676,2676,94,88
2677,2677,84,84
2678,2678,98,96
2679,2679,83,77
2680,2680,84,84
2681,2681,86,80
2682,2682,83,83
2683,2683,95,78
2684,2684,93,75
2685,2685,84,84
2686,2686,93,86
2687,2687,87,84
2688,2688,88,57
2689,2689,95,83
2690,2690,88,82
2691,2691,69,66
2692,2692,91,87
2693,2693,83,78
2694,2694,75,75
2695,2695,73,61
2696,2696,66,66
2697,2697,75,75
2698,2698,69,57
2699,2699,88,68
2700,2700,93,75
2701,2701,68,68
2702,2702,93,65
2703,2703,84,61
2704,2704,69,61
2705,2705,89,65
2706,2706,90,67
2707,2707,65,65
2708,2708,83,82
2709,2709,91,84
2710,2710,87,62
2711,2711,73,60
2712,2712,88,62
2713,2713,88,69
2714,2714,81,76
2715,2715,82,82
2716,2716,83,83
2717,2717,100,76
2718,2718,87,79
2719,2719,87,87
2720,2720,95,80
2721,2721,86,86
2722,2722,86,75
2723,2723,99,81
2724,2724,77,50
2725,2725,51,51
2726,2726,71,66
2727,2727,62,62
2728,2728,47,47
2729,2729,55,55
2730,2730,60,42
2731,2731,48,48
2732,2732,78,61
2733,2733,93,76
2734,2734,90,88
2735,2735,92,83
2736,2736,87,85
2737,2737,94,88
2738,2738,97,81
2739,2739,99,94
2740,2740,80,75
2741,2741,90,86
2742,2742,97,81
2743,2743,92,82
2744,2744,91,85
2745,2745,87,75
2746,2746,96,78
2747,2747,81,80
2748,2748,100,82
2749,2749,92,92
2750,2750,88,77
2751,2751,78,56
2752,2752,84,64
2753,2753,77,67
2754,2754,90,75
2755,2755,74,72
2756,2756,85,85
2757,2757,72,72
2758,2758,94,87
2759,2759,80,80
2760,2760,41,41
2761,2761,70,41
2762,2762,45,41
2763,2763,71,50
2764,2764,70,68
2765,2765,54,38
2766,2766,59,56
2767,2767,76,61
2768,2768,53,53
2769,2769,60,60
2770,2770,45,41
2771,2771,48,35
2772,2772,50,47
2773,2773,42,42
2774,2774,73,66
2775,2775,66,60
2776,2776,58,52
2777,2777,63,45
2778,2778,63,63
2779,2779,53,53
2780,2780,48,45
2781,2781,40,40
2782,2782,44,35
2783,2783,46,46
2784,2784,69,45
2785,2785,54,54
2786,2786,57,53
2787,2787,65,51
2788,2788,52,39
2789,2789,53,52
2790,2790,48,48
2791,2791,61,52
2792,2792,70,48
2793,2793,53,40
2794,2794,49,45
2795,2795,44,38
2796,2796,89,89
2797,2797,92,87
2798,2798,91,84
2799,2799,82,82
2800,2800,100,83
2801,2801,97,89
2802,2802,83,83
2803,2803,85,75
2804,2804,91,88
2805,2805,71,71
2806,2806,65,65
2807,2807,65,65
2808,2808,94,71
2809,2809,73,57
2810,2810,77,57
2811,2811,73,58
2812,2812,92,85
2813,2813,80,66
2814,2814,49,46
2815,2815,66,42
2816,2816,43,43
2817,2817,52,36
2818,2818,60,45
2819,2819,63,63
2820,2820,66,38
2821,2821,72,44
2822,2822,68,37
2823,2823,100,75
2824,2824,83,83
2825,2825,82,82
2826,2826,82,80
2827,2827,98,95
2828,2828,80,80
2829,2829,87,84
2830,2830,86,79
2831,2831,89,80
2832,2832,71,71
2833,2833,74,71
2834,2834,80,77
2835,2835,85,85
2836,2836,91,65
2837,2837,77,64
2838,2838,87,82
2839,2839,90,73
2840,2840,81,72
2841,2841,88,76
2842,2842,100,80
2843,2843,90,86
2844,2844,81,81
2845,2845,80,80
2846,2846,100,78
2847,2847,85,85
2848,2848,94,94
2849,2849,93,87
2850,2850,80,80
2851,2851,93,69
2852,2852,81,61
2853,2853,95,80
2854,2854,70,70
2855,2855,95,88
2856,2856,89,63
2857,2857,95,58
2858,2858,89,64
2859,2859,84,81
2860,2860,82,80
2861,2861,82,82
2862,2862,91,75
2863,2863,95,92
2864,2864,95,95
2865,2865,87,78
2866,2866,84,84
2867,2867,93,93
2868,2868,83,56
2869,2869,89,70
2870,2870,91,55
2871,2871,94,59
2872,2872,71,57
2873,2873,75,75
2874,2874,74,74
2875,2875,66,66
2876,2876,70,70
2877,2877,83,83
2878,2878,80,80
2879,2879,92,92
2880,2880,92,88
2881,2881,88,88
2882,2882,94,91
2883,2883,90,90
2884,2884,85,85
2885,2885,82,79
2886,2886,69,62
2887,2887,47,47
2888,2888,78,58
2889,2889,58,36
2890,2890,62,61
2891,2891,42,42
2892,2892,65,50
2893,2893,48,44
2894,2894,57,57
2895,2895,73,64
2896,2896,42,42
2897,2897,46,46
2898,2898,61,54
2899,2899,56,40
2900,2900,47,47
2901,2901,72,69
2902,2902,43,43
2903,2903,67,52
2904,2904,74,72
2905,2905,90,81
2906,2906,79,75
2907,2907,87,75
2908,2908,88,84
2909,2909,75,75
2910,2910,75,75
2911,2911,69,69
2912,2912,82,65
2913,2913,83,60
2914,2914,76,60
2915,2915,76,74
2916,2916,86,84
2917,2917,70,70
2918,2918,89,56
2919,2919,88,86
2920,2920,82,63
2921,2921,68,61
2922,2922,85,80
2923,2923,92,92
2924,2924,93,93
2925,2925,100,78
2926,2926,100,95
2927,2927,92,82
2928,2928,94,84
2929,2929,85,85
2930,2930,90,89
2931,2931,100,88
2932,2932,100,75
2933,2933,99,91
2934,2934,93,75
2935,2935,98,95
2936,2936,91,75
2937,2937,100,87
2938,2938,85,85
2939,2939,85,85
2940,2940,71,71
2941,2941,79,70
2942,2942,81,62
2943,2943,92,65
2944,2944,67,55
2945,2945,78,78
2946,2946,67,67
2947,2947,82,62
2948,2948,82,56
2949,2949,81,81
2950,2950,100,95
2951,2951,83,79
2952,2952,98,78
2953,2953,90,79
2954,2954,86,83
2955,2955,82,82
2956,2956,87,83
2957,2957,90,89
2958,2958,93,78
2959,2959,74,65
2960,2960,87,83
2961,2961,90,63
2962,2962,77,71
2963,2963,71,71
2964,2964,76,76
2965,2965,77,77
2966,2966,76,64
2967,2967,95,95
2968,2968,85,85
2969,2969,82,82
2970,2970,84,83
2971,2971,83,83
2972,2972,98,95
2973,2973,96,82
2974,2974,81,81
2975,2975,96,77
2976,2976,67,58
2977,2977,72,71
2978,2978,94,70
2979,2979,70,57
2980,2980,73,60
2981,2981,94,59
2982,2982,74,58
2983,2983,89,85
2984,2984,90,58
2985,2985,80,67
2986,2986,84,84
2987,2987,78,62
2988,2988,85,67
2989,2989,89,84
2990,2990,78,72
2991,2991,81,81
2992,2992,74,71
